2021,Dror,Frid,7,0,1,7,0,0,15,180,71.04%,Bronze,medal
2021,Shahar,Friedman,4,1,0,7,7,0,19,151,75.73%,Silver,medal
2021,Yahel,Manor,7,7,0,7,7,0,28,32,94.98%,Gold,medal
2021,Yair,Shoham,6,7,1,7,7,0,28,32,94.98%,Gold,medal
2021,Almog,Wald,7,6,0,7,7,0,27,41,93.53%,Gold,medal
2021,Omri,Zemer,7,1,0,7,7,0,22,63,89.97%,Silver,medal
2020,Shahar,Friedman,7,2,4,7,7,7,34,21,96.75%,Gold,medal
2020,Yuval,Ilani,7,0,0,7,7,1,22,181,70.73%,Bronze,medal
2020,Ronel,Lakker,7,2,0,7,7,1,24,140,77.40%,Silver,medal
2020,Shvo,Regavim,7,2,0,7,7,1,24,140,77.40%,Silver,medal
2020,Moshe,Sinclair,7,2,0,7,7,0,23,162,73.82%,Bronze,medal
2020,Almog,Wald,0,5,0,6,7,1,19,236,61.79%,Bronze,medal
2019,Shahar,Friedman,7,1,0,7,7,0,22,168,73.06%,Bronze,medal
2019,Lior,Hadassi,7,6,7,0,7,1,28,65,89.68%,Silver,medal
2019,Ido,Karshon,7,7,6,7,7,0,34,28,95.65%,Gold,medal
2019,Shvo,Regavim,7,4,1,7,7,0,26,122,80.48%,Silver,medal
2019,Roee,Sinai,7,0,4,7,7,0,25,132,78.87%,Silver,medal
2019,Itay,Yehuda,7,1,0,6,7,0,21,214,65.65%,Bronze,medal
2018,Lior,Hadassi,7,3,0,7,2,2,21,193,67.62%,Bronze,medal
2018,Ido,Karshon,7,4,0,4,7,0,22,174,70.83%,Bronze,medal
2018,Maya,Naveh,7,7,0,2,1,0,17,250,58.01%,Bronze,medal
2018,Roee,Sinai,7,7,2,4,7,0,27,111,81.45%,Silver,medal
2018,Eytan,Tirosh,7,7,0,7,2,2,25,131,78.08%,Silver,medal
2018,Itay,Yehuda,3,2,0,7,7,5,24,147,75.38%,Bronze,medal
2017,Yoav,Avidan,7,7,0,7,0,0,21,82,86.81%,Silver,medal
2017,Aviel,Boag,5,5,0,0,0,0,10,457,25.73%
2017,Boaz,Guberman,7,1,0,7,0,1,16,265,57.00%,Bronze,medal
2017,Liam,Hanany,7,6,0,7,1,2,23,64,89.74%,Silver,medal
2017,Dor,Mezer,7,7,0,7,0,0,21,82,86.81%,Silver,medal
2017,Noam,Ta,Shma,7,7,0,2,0,0,16,265,57.00%,Bronze,medal
